ARID3A	ARNT	ATF2	ATF3	ATF4	ATF7	BACH1	BHLHE40	BRCA1	CBX5	CDC5L	CEBPB	CREB3L1	CTCF	CUX1	E2F1	E2F7	E2F8	E4F1	EGR1	ELF1	ELF4	ELK1	EP300	ESRRA	ETV6	EWSR1	FOXA1	FOXM1	GABPA	GATA1	GATA2	GMEB1	HES1	HMBOX1	IKZF1	IRF1	KLF16	MAFF	MAFK	MAX	MEF2A	MEIS2	MGA	MNT	MYBL2	MYC	NFE2	NFIC	NR2C2	NR2F1	NR2F2	NR2F6	NR3C1	NRF1	PKNOX1	POU5F1	REST	RFX1	RFX5	RUNX1	SP1	SREBF1	STAT1	STAT5A	TAL1	TBP	TCF12	TCF7	TCF7L2	TEAD4	THRA	YY1	ZBTB7A	ZNF143	ZNF282	ZNF384
ITIH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIN	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	2	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	2	0	2	0	0	1	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1
ATP5C1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	2	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	2	0	2	0	0	1	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1
TAF3	0	0	1	0	2	1	1	1	0	0	0	0	1	3	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	2	0	1	2	0	2	2	0	0	0	1	0	1	2	2	1	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	0	1	1	2	0	1
GATA3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CELF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP6NL	3	5	2	4	3	3	0	1	0	1	0	3	1	0	0	1	0	3	2	1	0	1	0	4	3	1	0	1	3	1	3	0	3	2	4	9	2	3	0	0	5	0	4	1	1	1	2	2	3	0	4	3	4	0	0	5	0	3	3	0	0	0	0	1	1	5	3	3	3	0	3	0	1	2	0	1	4
ECHDC3	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	3	1	0	0	0	3	0	3	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0
PROSER2	0	0	0	0	3	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	2	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0
UPF2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	1	2	3	2	2	0	2	1	0	0	0	2	1	0	0	1	0	1	1	1	2	0	0	2	0	1	2	2	0	2	1	0	0	0	0	0	0	1	2	1	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0
DHTKD1	1	1	0	1	0	3	0	2	0	1	0	0	1	1	0	1	0	1	1	2	0	0	2	2	1	0	0	0	1	2	1	1	2	1	1	0	1	2	1	0	1	0	0	1	0	0	3	0	1	0	1	1	1	0	2	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	3	1	0	5
SEC61A2	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0	2
CDC123	0	2	0	2	2	2	1	0	0	0	0	3	2	0	0	1	0	1	1	2	2	1	1	1	1	0	0	0	1	1	0	0	1	0	0	2	0	1	1	0	2	0	2	1	2	0	2	2	1	0	1	2	1	1	3	1	1	1	0	0	0	2	1	0	0	1	3	0	0	0	1	0	0	0	1	2	0
NUDT5	0	2	0	2	2	2	1	0	0	0	0	3	2	0	0	1	0	1	1	2	2	1	1	1	1	0	0	0	1	1	0	0	1	0	0	2	0	1	1	0	2	0	2	1	2	0	2	2	1	0	1	2	1	1	3	1	1	1	0	0	0	2	1	0	0	1	3	0	0	0	1	0	0	0	1	2	0
CAMK1D	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CCDC3	0	1	2	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	2
OPTN	0	1	2	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	2
MCM10	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	2	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	2	0	0	1	0	0	2	2	0	1	0	2	0	0	0	0	0	1	1	0	1	0	1	0	2	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
PHYH	0	0	1	3	1	3	0	1	0	0	0	1	2	1	0	1	0	1	1	0	1	2	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	2	0	0	3	0	0	2	1	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	3	1	0	2
SEPHS1	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	3	0	0	1	0	0	0	2	1	2	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
PRPF18	0	1	0	0	0	1	0	2	0	1	0	0	0	2	0	1	0	2	1	1	1	2	1	1	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	1
FRMD4A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM107B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDNF	0	0	2	2	1	2	0	3	0	0	0	1	0	0	0	1	1	1	3	1	2	2	0	0	0	0	0	0	0	1	0	1	2	0	0	2	1	0	1	0	1	0	2	2	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	2	3	2	0	1
HSPA14	0	0	2	2	1	2	0	3	0	0	0	1	0	0	0	1	1	1	3	1	2	2	0	0	0	0	0	0	0	1	0	1	2	0	0	2	1	0	1	0	1	0	2	2	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	2	3	2	0	1
SUV39H2	0	0	1	0	0	2	0	1	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	1	0	0	0	4	0	1	3	2	0	2	0	1	0	0	0	0	0	1	1	0	3	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0
DCLRE1C	0	2	0	0	2	4	0	1	0	0	0	1	3	2	0	2	1	3	3	3	3	2	0	1	3	1	0	0	2	3	0	0	1	0	1	3	3	3	0	0	4	0	4	4	3	1	3	0	0	0	1	1	1	0	3	1	0	2	1	0	1	4	0	0	0	1	2	0	2	0	1	0	0	2	2	0	0
MEIG1	0	2	0	1	2	4	0	1	0	0	0	2	3	2	0	2	1	3	3	3	3	2	0	1	3	1	0	0	2	3	0	0	1	0	1	3	3	3	0	0	4	0	4	4	3	1	3	0	0	0	1	1	1	0	3	1	0	2	1	0	1	4	0	0	0	1	2	0	2	0	1	0	0	2	2	0	0
OLAH	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBD7	0	0	0	0	0	2	0	1	0	0	0	0	2	1	0	0	0	0	3	2	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	2	0	1	3	1	1	1	1	1	0	0	2	0	0	2	0	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
RPP38	0	0	1	0	0	2	0	2	0	0	0	0	2	2	0	0	0	0	3	2	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	2	1	0	0	2	0	1	3	1	1	1	1	1	0	0	2	0	0	2	0	0	1	2	0	0	3	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1
NMT2	0	0	1	2	0	1	0	1	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	2	0	2	1	0	0	1	1	0	0	1	0	1	0	4	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0
FAM171A1	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ITGA8	0	0	0	0	1	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
FAM188A	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	2	0	1	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0
PTER	0	0	0	0	1	1	0	1	0	0	2	1	0	0	0	0	0	0	1	0	2	1	1	0	1	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	2	0	0	2	1	0	2	0	2	0	1	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1
C1QL3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSU1	0	0	0	0	4	2	0	1	0	0	0	1	1	1	0	2	0	2	1	1	1	1	2	0	0	0	0	0	0	1	1	0	2	0	0	1	1	0	0	0	2	0	1	3	2	0	1	0	0	0	0	0	0	0	1	1	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0
TRDMT1	1	4	0	1	2	3	0	3	0	1	0	3	1	2	0	0	0	3	2	1	2	1	0	5	2	0	0	0	2	1	3	0	3	0	5	2	1	1	0	0	4	0	2	4	2	2	3	0	2	0	3	1	0	0	2	4	0	1	2	0	0	1	0	0	2	3	1	3	2	0	4	0	1	2	1	1	1
VIM	1	1	1	3	2	2	0	1	0	0	0	1	2	3	0	3	0	2	0	5	1	3	0	2	0	0	0	0	3	1	0	0	3	0	3	0	2	2	3	3	4	0	4	3	6	1	4	1	6	0	0	1	0	0	4	4	0	1	0	0	0	2	0	1	1	0	4	1	0	0	0	0	0	3	1	1	3
ST8SIA6	2	2	0	2	1	0	0	0	0	0	0	2	0	1	1	1	0	0	4	2	0	0	0	1	1	0	0	0	2	0	1	0	2	0	1	5	1	1	0	0	1	0	5	1	2	1	1	0	1	0	1	2	0	1	2	3	0	0	0	0	0	0	0	0	1	2	2	1	0	0	1	0	0	2	0	0	0
STAM	0	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	1	1	2	0	2	0	1	0	2	2	1	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0
SLC39A12	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNB2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSUN6	1	3	1	1	1	3	0	2	0	0	0	1	2	1	2	3	0	4	4	2	2	2	2	2	1	0	0	0	0	2	1	1	2	0	0	1	1	0	1	2	3	0	2	0	4	1	2	1	2	0	0	1	0	0	3	3	0	0	0	0	0	2	0	0	0	1	3	1	1	0	3	0	0	2	0	0	2
ARL5B	1	3	1	1	1	3	0	2	0	0	0	1	2	1	2	3	0	4	4	2	2	2	2	2	1	0	0	0	0	2	1	1	2	0	1	1	1	0	1	2	3	0	2	0	4	1	2	1	2	0	0	1	0	0	3	2	0	0	0	0	0	2	0	0	0	0	3	0	1	0	2	0	0	2	0	0	2
MALRD1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NEBL	1	0	0	3	3	1	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	2	2	0	1	1	1	2	0	1	4	0	0	1	2	0	0	3	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	2
CASC10	0	0	0	0	2	1	2	1	0	1	0	1	0	2	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	4	0	0	3	3	0	2	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	3	1	1	1
MLLT10	1	1	2	0	3	4	0	2	0	0	1	2	1	1	0	3	0	1	3	6	0	6	0	2	1	1	0	0	3	0	0	0	3	1	5	7	0	1	4	2	12	0	2	4	6	0	9	1	4	0	3	1	2	0	2	1	0	1	0	0	0	0	0	0	0	1	8	0	0	0	4	0	3	6	1	2	2
DNAJC1	1	0	2	2	1	1	0	0	0	0	0	3	2	1	1	1	0	0	1	2	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	2	1	1	1	1	1	1	0	1	1	0	0	3	1	0	1	1	1	0	0	0	0	1	2	1	1	0	0	0	0	0	1	0	0	0
COMMD3	2	0	0	1	0	1	0	4	0	0	0	2	2	1	0	0	0	1	3	5	1	1	0	2	1	2	0	0	0	1	0	0	4	0	2	7	0	1	0	0	7	0	5	2	2	0	6	1	1	0	3	0	2	0	3	4	0	2	1	0	0	0	0	0	0	0	2	0	0	0	2	0	3	3	0	1	2
BMI1	2	0	0	0	0	1	0	4	0	0	0	1	2	1	0	0	0	1	3	4	1	1	0	2	1	2	0	0	0	1	0	0	4	0	2	7	0	1	0	0	7	0	4	2	2	0	6	1	1	0	3	0	2	0	3	4	0	2	1	0	0	0	0	0	0	0	2	0	0	0	2	0	3	3	0	1	2
SPAG6	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	2	0	2	4	0	0	1	0	2	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	2	1
PIP4K2A	0	1	1	1	1	2	0	0	0	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	2	0	2	2	2	1	2	0	1	0	2	1	1	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	3	0	2	1
ARMC3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MSRB2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	1	0	0	0	1	0	2	0	0	2	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1
PTF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUD1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	2	1	1	0	1	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KIAA1217	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP21	0	0	0	0	2	1	0	2	0	0	0	3	1	1	0	1	0	0	1	4	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	3	1	0	1	1	6	0	0	1	2	0	2	0	0	0	1	2	3	0	1	2	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	5	0	4	0
PRTFDC1	1	1	0	1	3	2	0	1	0	0	0	0	2	3	0	1	0	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	3	0	3	4	0	1	0	0	5	0	3	4	2	0	1	1	3	0	3	1	1	0	2	2	0	5	0	0	0	0	0	1	1	1	3	2	1	1	3	0	0	1	0	0	1
THNSL1	1	1	0	1	1	1	0	2	0	0	0	1	2	1	0	1	1	1	2	1	0	1	0	0	2	0	0	0	0	0	0	0	2	2	0	0	2	0	1	1	3	0	1	2	2	0	1	1	3	0	0	0	0	0	1	1	0	1	1	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0
ENKUR	1	1	2	4	3	3	1	1	0	0	0	3	0	0	0	1	0	2	1	0	1	2	0	2	0	0	0	0	0	1	0	1	1	1	2	2	0	0	2	2	2	0	1	1	2	0	1	2	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	2	1	0	0	2	0	0	1	1	0	0
MYO3A	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0
APBB1IP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDSS1	0	0	0	0	1	1	0	1	0	0	0	2	2	1	0	0	0	1	2	1	1	2	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	1	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0
ABI1	1	0	0	0	0	1	0	1	0	0	0	3	1	1	0	2	0	0	1	4	0	1	0	0	0	0	0	0	1	0	0	0	3	0	5	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	3
ANKRD26	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	2	0	0	1	1	1	0	0	2	0	0	1	1	1	0	1	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0
YME1L1	0	0	1	3	2	3	0	0	0	0	0	3	1	1	0	3	1	2	3	1	2	2	1	1	1	0	0	0	0	1	0	0	1	0	0	1	2	1	0	0	2	0	2	0	4	1	2	0	1	1	0	0	0	0	3	2	0	0	1	0	0	1	0	0	0	2	2	0	1	0	1	0	2	1	1	1	1
MASTL	0	0	1	3	2	3	0	0	0	0	0	3	1	1	0	3	1	2	3	1	2	2	1	1	1	0	0	0	0	1	0	0	1	0	0	1	2	1	0	0	2	0	2	0	4	1	2	0	1	1	0	0	0	0	3	2	0	0	1	0	0	1	0	0	0	2	2	0	1	0	1	0	2	1	1	1	1
ACBD5	0	0	0	0	0	4	0	4	0	0	0	0	1	1	0	0	0	1	2	1	1	1	2	1	1	1	0	0	0	1	0	0	3	0	2	2	2	0	0	0	5	0	1	4	3	0	2	2	2	0	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	2	1	0	0
RAB18	0	0	1	1	0	2	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	2	0	0	0	0	1	0	0	1	0	2	1	0	1	0	0	1	0	1	1	1	0	1	1	2	0	2	2	0	0	1	1	1	0	0	0	0	0	2	0	0	1	1	1	1	0	1	0	0	0	1	0	1
MKX	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ARMC4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPP7	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1
WAC	0	0	1	0	1	2	0	0	0	0	1	0	2	0	0	0	0	1	2	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	5	3	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	2	1	0	0	0
BAMBI	0	0	0	0	0	4	0	2	0	0	1	1	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	1	2	0	2	0	2	3	1	2	1	1	4	0	3	3	0	0	1	0	1	0	0	2	0	0	4	2	0	1	0	0	0	1	0	0	1	3	1	2	0	0	2	0	1	3	1	1	0
SVIL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KIAA1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTPAP	0	0	0	0	1	1	1	3	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	2	3	0	2	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1
MAP3K8	2	2	1	4	2	4	1	2	0	0	0	4	2	0	0	1	0	0	3	2	0	0	0	3	2	2	0	0	1	0	1	1	3	1	2	4	2	1	2	1	7	0	2	4	1	0	4	2	4	0	4	2	2	0	8	2	0	1	3	0	0	0	0	2	1	2	5	1	0	0	2	0	0	5	1	2	1
